ATA,Descripción,Sentido,IMD Lab.,MES,IMD Laborables
A1,ACCESO BARCELONA (entrada y salida),Entre V-21 y Rotonda,722810833333333.0,ENERO_2025,
A10,PASEO DE LA ALAMEDA,De Pte. Exposición  a Pte. Del Real,322885275.0,ENERO_2025,
A100,EMILIO BARO,De Primado Reig a Alboraya,568020583333333.0,ENERO_2025,
A102,ERNESTO FERRER ,De Cardenal Benlloch a Av. de Aragón,42831825.0,ENERO_2025,
A103,EUGENIA VIÑES ,De Acequia de la cadena a Mediterráneo,391575228333333.0,ENERO_2025,
A104,EUGENIA VIÑES ,Entre Dr. Marcos Sopena y Mediterráneo,715609708333333.0,ENERO_2025,
A105,FILIPINAS,Entre Gibraltar y Peris y Valero,186096732083333.0,ENERO_2025,
A106,FONTANARES ,Entre Archiduque Carlos y Gaspar Aguilar,714166.0,ENERO_2025,
A107,AV. DE FRANCIA,De Tomás de Montañana a Menorca,918101666666667.0,ENERO_2025,
A108,GASCO OLIAG ,De Blasco Ibáñez a Primado Reig,66987425.0,ENERO_2025,
A109,GASPAR AGUILAR ,Entre Fontanares y Tomás de Villarroya,140239925.0,ENERO_2025,
A11,NUEVA ALAMEDA,De Menorca a Tomás de Montañana,7847335.0,ENERO_2025,
A110,GASPAR AGUILAR ,De Jesús a Fontanares,107610941666667.0,ENERO_2025,
A112,GENERAL ELIO ,Entre Blasco Ibáñez y Puente del Real,337884275.0,ENERO_2025,
A113,GENERAL GIL DOLZ ,De Alameda a Amadeo de Saboya,491989416666667.0,ENERO_2025,
A114,AVDA. AMADO GRANELL MESADO (MILITAR),Entre Av. De la Plata y Hermanos Maristas,94483.0,ENERO_2025,
A115,AVDA. AMADO GRANELL MESADO (MILITAR),Entre Peris y Valero y Av. De la Plata,764404041666667.0,ENERO_2025,
A116,GIORGETA ,Entre San Vicente y Jesús,460621341083333.0,ENERO_2025,
A117,FERNANDO EL CATOLICO,Entre Ángel Guimerá y Paseo Pechina,515261280416667.0,ENERO_2025,
A118,GERMANIAS,Entre Ruzafa y Túnel,559686416666667.0,ENERO_2025,
A119,P.I. DE GERMANIAS,Pte. Aragón,487492095833333.0,ENERO_2025,
A12,NUEVA ALAMEDA,Entre Pte. Del Reino y Eduardo Bosca,186946008333333.0,ENERO_2025,
A120,MARQUES DEL TURIA,Entre Hernán Cortés y Ruzafa,590426204166667.0,ENERO_2025,
A121,MARQUES DEL TURIA,Entre Puente Aragón y Hernán Cortés,5285424895.0,ENERO_2025,
A122,RAMON Y CAJAL,Entre Pz. España y Ángel Guimerá,569239497916667.0,ENERO_2025,
A123,GUADALAVIAR ,Entre Sagunto y Av. Constitución,406576361111111.0,ENERO_2025,
A124,GUILLEM DE CASTRO ,De Hospital a Quart,1220208875.0,ENERO_2025,
A126,GUILLEM DE CASTRO ,De Pte. Las Artes a Pte. San José,351637966666667.0,ENERO_2025,
A127,GUILLEM DE CASTRO ,De Quart a Paseo Pechina,127019883333333.0,ENERO_2025,
A128,GUILLEM DE CASTRO ,De Plz. San Agustín a Hospital,260486970833333.0,ENERO_2025,
A13,ALBORAYA,Entre Molinell y Primado Reig,838960583333333.0,ENERO_2025,
A130,HERNAN CORTES ,De Colón a G.V. Marqués del Túria,434802833333333.0,ENERO_2025,
A131,ISABEL DE VILLENA ,De Acequia de la Cadena a Mendizábal,3306166875.0,ENERO_2025,
A132,ISABEL LA CATOLICA ,De G.V. Marqués del Túria a Colón,374481666666667.0,ENERO_2025,
A134,ISLAS CANARIAS ,De Tomás Montañana a Alameda,7202216725.0,ENERO_2025,
A135,J.J. DOMINE ,Entre Av. Del Puerto y Plz. De la Armada Española,194515166666667.0,ENERO_2025,
A136,JACINTO BENAVENTE ,Entre Marqués del Túria y Peris y Valero,33519474537037.0,ENERO_2025,
A137,JAIME BELTRAN ,Entre Gaspar Aguilar y Uruguay,6441885.0,ENERO_2025,
A138,JAIME ROIG ,Entre Blasco Ibáñez y Primado Reig,596131166666667.0,ENERO_2025,
A139,JESUS ,De G.V. Ramón y Cajal a Pérez Galdós,18366425.0,ENERO_2025,
A14,ALBORAYA,De San Pío V a Molinell,100546501.0,ENERO_2025,
A140,JESUS ,De Guillem de Castro a G.V. Ramón y Cajal,105483366666667.0,ENERO_2025,
A141,JOAQUIN BALLESTER ,De Pío XII a Ricardo Micó,794131833333333.0,ENERO_2025,
A142,JOAQUIN BENLLOCH ,Entre Peris y Valero e Isla Cabrera,68193524122807.0,ENERO_2025,
A144,LLANO DE ZAIDIA ,Entre Av. Constitución y Av. Burjasot,436280433333333.0,ENERO_2025,
A145,LORCA ,De Pérez Galdós a Av. Del Cid,170649616666667.0,ENERO_2025,
A146,MAESTRO RODRIGO ,Entre Pte. Campanar y Valle de la Ballestera,418439708333333.0,ENERO_2025,
A147,MAESTRO RODRIGO ,Entre Valle de la Ballestera y General Avilés,444404.0,ENERO_2025,
A148,CARRERA  DE MALILLA,Entre Ronda Sur y Peris Valero,979594630952381.0,ENERO_2025,
A149,CARRERA DE MALILLA,Entre V-30 y Ronda Sur,111680133333333.0,ENERO_2025,
A15,ALCALDE REIG ,De Av. De la Plata a Antiguo Reino de Valencia,378607066666667.0,ENERO_2025,
A152,MANUEL DE FALLA ,De Maestro Rodrigo a Av. Pío Baroja,222422720833333.0,ENERO_2025,
A153,MANUEL SOTO INGENIERO,Entre Pte. De Astilleros a Av. Del Puerto,160746216666667.0,ENERO_2025,
A154,MARQUES DE SOTELO ,Entre Játiva y Plz. Ayuntamiento,540104333333333.0,ENERO_2025,
A155,MATIAS PERELLO ,De Av. Antiguo Reino y Maestro Aguilar,647915791666667.0,ENERO_2025,
A156,MEDITERRANEO,De la Reina a Eugenia Viñes,692583333333333.0,ENERO_2025,
A157,MEDITERRANEO,Entre Serrería y la Reina,412831578947368.0,ENERO_2025,
A158,MENENDEZ PIDAL ,Entre Av. Burjasot y Ricardo Micó,408356733333333.0,ENERO_2025,
A161,MENORCA ,Entre Islas Baleares y Av. Puerto,4175036875.0,ENERO_2025,
A163,MESTRE RACIONAL ,De Jacinto Benavente a Av. Antiguo Reino,73806475.0,ENERO_2025,
A164,MICER MASCO ,De Av. Suecia a Alameda,30385325.0,ENERO_2025,
A165,AV. DE LOS NARANJOS,Entre Ramón Llull y Rotonda V-21,428849120833333.0,ENERO_2025,
A166,NAVARRO REVERTER ,De Plz. Porta de la Mar y Plz. América,854962166666667.0,ENERO_2025,
A167,NICASIO BENLLOCH ,De Av. Campanar a Av. Burjasot,785658333333333.0,ENERO_2025,
A168,NICASIO BENLLOCH ,De Camp del Túria a La Safor,117534795833333.0,ENERO_2025,
A169,NICASIO BENLLOCH ,De La Safor a General Avilés,132683758333333.0,ENERO_2025,
A170,NUEVE DE OCTUBRE  (Ambos Sentidos),De Paseo Pechina a Avenida Cid,100172429166667.0,ENERO_2025,
A171,PADRE FERRIS ,Entre Joaquín Ballester y Menéndez Pidal,132282866666667.0,ENERO_2025,
A173,PASEO CIUDADELA ,De Pte. De la Exposición a Pte. De las Flores,143234158333333.0,ENERO_2025,
A174,PASEO CIUDADELA ,De Pte. del Real a Pte. De la Exposición,202388325.0,ENERO_2025,
A175,PASEO PECHINA ,De Fernando El Católico a Guillem de Castro,267384391666667.0,ENERO_2025,
A176,PASEO PECHINA ,De Nueve de Octubre a Pérez Galdós,257368929166667.0,ENERO_2025,
A177,PASEO PECHINA ,De Pérez Galdós a Fernando el Católico,240640079166667.0,ENERO_2025,
A178,PAVIA ,Entre Acequia de la Cadena y Mendizábal,37048825.0,ENERO_2025,
A179,PAVIA ,Entre Av. Mediterráneo y Acequia de la Cadena,405423350877193.0,ENERO_2025,
A18,ANGEL GUIMERA ,De Erudito Orellana a Pérez Galdós,303471875.0,ENERO_2025,
A180,PAZ ,De Comedias a Plz. Reina,106993033333333.0,ENERO_2025,
A181,PAZ ,De Glorieta a Comedias,111440458333333.0,ENERO_2025,
A182,PEDRAPIQUERS ,Entre Archiduque Carlos y Polígono Vara de Quart,164211191666667.0,ENERO_2025,
A183,PEDRO ALEIXANDRE ,Entre Alcalde Reig y Peris y Valero,41285525.0,ENERO_2025,
A185,PEREZ GALDOS ,Entre Cuenca y Ángel Guimerá,61675625.0,ENERO_2025,
A186,PEREZ GALDOS ,Entre Jesús y Cuenca,629643208333333.0,ENERO_2025,
A187,PERIS Y VALERO ,Entre Ausias March y Zapadores,390013533333333.0,ENERO_2025,
A188,PERIS Y VALERO ,Entre Av. Amado Granell Mesado (militar) y Alcalde Reig,375479520833333.0,ENERO_2025,
A189,P.E. AV. GIORGETA,Entre San Vicente y Ausias March,540539133333333.0,ENERO_2025,
A19,ANGEL GUIMERA ,De Guillem de Castro a Fernando el Católico,44193675.0,ENERO_2025,
A190,PERIS Y VALERO ,Entre Zapadores y Av. Amado Granell Mesado (militar),421310731481481.0,ENERO_2025,
A191,PINTOR LOPEZ ,De Pte. Trinidad a Pte. Del Real,2972991.0,ENERO_2025,
A192,"PIO BAROJA, AVENIDA ",desde MANUEL DE FALLA hasta VALLE DE LA BALLESTERA,496160858333333.0,ENERO_2025,
A193,PIO XII ,desde AVENIDA CAMPANAR hasta GENERAL AVILES,852415925.0,ENERO_2025,
A194,PIO XII ,Entre Pte. Ademúz y Av. Camapanar,666059358333333.0,ENERO_2025,
A195,AV. DE LA PLATA,Entre Autopista del Saler y Av. Amado Granell Mesado (militar),103468991666667.0,ENERO_2025,
A196,AV. DE LA PLATA,Entre Av. Amado Granell Mesado (militar) y Zapadores,968010166666667.0,ENERO_2025,
A197,AV. DE LA PLATA,Entre Zapadores y Ausias March,974411020833333.0,ENERO_2025,
A198,PRIMADO REIG ,Entre Alfahuir y Dolores Marques,4039299875.0,ENERO_2025,
A199,PRIMADO REIG ,Entre Av. Constitución y Alfahuir,464933085087719.0,ENERO_2025,
A20,ANTIGUO REINO,Entre Germanías y Matías Perelló,114037386491228.0,ENERO_2025,
A200,PRIMADO REIG ,Entre Doctor Gómez Ferrer y Av. Cataluña,3330579375.0,ENERO_2025,
A201,PRIMADO REIG ,Entre Dolores Marques y Doctor Gómez Ferrer,328585966666667.0,ENERO_2025,
A202,P.I. PRIMADO REIG,Entre Primado Reig y Dr. Peset Aleixandre,366720308333333.0,ENERO_2025,
A204,"PUERTO, AVENIDA DEL ",De Pl. Zaragoza a Cardenal Benlloch,171254345833333.0,ENERO_2025,
A205,"PUERTO, AVENIDA DEL ",de Cardenal Benlloch a Manuel Candela,215257.0,ENERO_2025,
A206,"PUERTO, AVENIDA DEL ",de Serrería a Puerto,164241229166667.0,ENERO_2025,
A207,AV. DEL PUERTO,de Manuel Candela a Serrería,192010688333333.0,ENERO_2025,
A208,QUART - S.J. MONTAÑA ,De Fernando el Católico a Pérez Galdós,628530708333333.0,ENERO_2025,
A209,QUART ,De Guillem de Castro a Fernando el Católico,593280083333333.0,ENERO_2025,
A21,ANTIGUO REINO,De  Matías Perelló a Peris y Valero,95642725.0,ENERO_2025,
A210,QUEVEDO ,De Avda. de L'Oest a Guillem de Castro,677547333333333.0,ENERO_2025,
A211,RAMON LLULL ,Entre Blasco Ibáñez y Camino el Cabañal,243248245833333.0,ENERO_2025,
A212,RAMON LLULL ,Entre Camino del Cabañal y Av. De los Naranjos,18021293125.0,ENERO_2025,
A213,CALLE DE LA REINA,De Av. Naranjos a Pintor Ferrandis,415146041666667.0,ENERO_2025,
A214,CALLE DE LA REINA,De Mediterráneo a Plz. De la Armada Española,534466708333333.0,ENERO_2025,
A216,ROGER DE LAURIA ,De Plz. Ayuntamiento a Pascual y Genís,584980833333333.0,ENERO_2025,
A217,RUZAFA ,De Germanías a Colón,773988416666667.0,ENERO_2025,
A218,RUZAFA + MAESTRO AGUILAR,De Peris y Valero a Germanías,572330458333333.0,ENERO_2025,
A219,LA SAFOR,Entre Cortes Valencianas y Nicasio Benlloch,1470891.0,ENERO_2025,
A22,ANTIGUO REINO,Entre Peris y Valero y Alcalde Reig,107687929824561.0,ENERO_2025,
A220,GARBÍ,De Av. Burjasot a Nicasio Benlloch,333844416666667.0,ENERO_2025,
A221,SAGUNTO ,De Maximiliano Thous a Primado Reig,419141333333333.0,ENERO_2025,
A223,SAN PIO V ,De Pte. Del Real a Alboraya,344657108333333.0,ENERO_2025,
A224,SAN VICENTE ,De Giorgeta a Plz. España,1662472625.0,ENERO_2025,
A225,SAN VICENTE ,Entre José Soto Micó y Tomás de Villarroya,201296770833333.0,ENERO_2025,
A226,SAN VICENTE ,De Plz. España a Játiva,133749641666667.0,ENERO_2025,
A227,SAN VICENTE ,Entre Tomás de Villarroya y Giorgeta,227624078.0,ENERO_2025,
A228,SAN VICENTE ,De Játiva a Periodista Azzati,657757333333333.0,ENERO_2025,
A230,SANTOS JUSTO Y PASTOR ,Entre Doctor Manuel Candela y Cardenal Benlloch,8512665.0,ENERO_2025,
A231,SANTOS JUSTO Y PASTOR ,Entre José Maria Haro y Doctor Manuel Candela,960770034166667.0,ENERO_2025,
A232,SERRERIA ,Entre Av. Naranjos y Mendizábal,248006157166667.0,ENERO_2025,
A233,SERRERIA ,Entre Av. Del Puerto y Santos Justo y Pastor,43473918.0,ENERO_2025,
A234,SERRERIA,Entre Blasco Ibáñez y Av. De los Naranjos,307499245916667.0,ENERO_2025,
A235,SERRERIA ,Entre Santos Justo y Pastor y Blasco Ibáñez,479777192708333.0,ENERO_2025,
A236,SORNI,De Pl. de América a Colón,363000375.0,ENERO_2025,
A237,SUECIA,Entre Micer Mascó y Blasco Ibáñez,756072894736842.0,ENERO_2025,
A238,PL. TETUAN,De Puente del Real Glorieta,237373616666667.0,ENERO_2025,
A239,TIRSO DE MOLINA ,Entre Av. De Campanar y  Maestro Rodrigo,338578966666667.0,ENERO_2025,
A24,ARCHIDUQUE CARLOS ,Entre Fontanares y Tres Forques,292189258333333.0,ENERO_2025,
A240,TIRSO DE MOLINA ,De Pío XII a Av. De Campanar,210712975.0,ENERO_2025,
A241,TOMAS DE MONTAÑANA ,Entre Islas Baleares y Av. Del Puerto,300314741666667.0,ENERO_2025,
A242,TOMAS DE MONTAÑANA ,De Puente de Monteolivete a Av. Del Puerto,139865775.0,ENERO_2025,
A243,TOMAS DE VILLARROYA ,De Gaspar Aguilar a San Vicente,125444.0,ENERO_2025,
A244,VARIANTE DE LA TORRE,Entre V-30 y San Vicente,2358624.0,ENERO_2025,
A245,TRES CRUCES ,Entre Av. Del Cid y Tres Forques,578241660877193.0,ENERO_2025,
A246,TRES CRUCES ,Entre Tres Forques y Archiduque Carlos,558892365916667.0,ENERO_2025,
A247,TRES FORQUES ,Entre Archiduque Carlos y Tres Cruces,122078640625.0,ENERO_2025,
A248,TRES FORQUES ,Entre Pérez Galdós y Archiduque Carlos,183107971315789.0,ENERO_2025,
A25,ARCHIDUQUE CARLOS ,Entre Tres Cruces y Fontanares,30216625625.0,ENERO_2025,
A250,VALLE DE LA BALLESTERA ,Entre Pío Baroja y Maestro Rodrigo,12783555.0,ENERO_2025,
A251,VALLE DE LA BALLESTERA ,Entre Maestro Rodrigo y Pío XII,122356904166667.0,ENERO_2025,
A252,XATIVA ,De Marqués de Sotelo a Pl. San Agustín,236096307017544.0,ENERO_2025,
A253,YECLA ,Entre Cardenal Benlloch y Manuel Candela,66026825.0,ENERO_2025,
A254,ZAPADORES ,De Av. De la Plata a Peris y Valero,554738083333333.0,ENERO_2025,
A255,ADEMUZ (ACCESO) ,Entre Camp de Turia y La Safor,803361908333333.0,ENERO_2025,
A256,BLANQUERIAS ,De Puente de San José a Pte. de Serranos,345035908333333.0,ENERO_2025,
A257,MISLATA (ACCESO) (Pechina - Castán Tobeñas),,168684025.0,ENERO_2025,
A258,INSTITUTO OBRERO DE VALENCIA,Entre Autopista del Saler y Av. Amado Granell Mesado (militar),304096758333333.0,ENERO_2025,
A259,MANUEL CANDELA ,Entre Santos Justo y Pastor y Av. del Puerto,31816831875.0,ENERO_2025,
A26,ARCHIDUQUE CARLOS ,De Av. Del Cid a Tres Forques,1422208375.0,ENERO_2025,
A260,AV. BALEARES ,De Tomás de Montañana a Eduardo Bosca,1751277875.0,ENERO_2025,
A261,AV. BALEARES ,De Menorca a Tomás de Montañana,136410389583333.0,ENERO_2025,
A262,SAGUNTO ,De Pl. Santa Mónica a Fray Pedro Vives,457654.0,ENERO_2025,
A263,AV. CONSTITUCIÓN,De Ruaya a Llano de Zaida,631764875.0,ENERO_2025,
A264,GIBRALTAR,De Buenos Aires a G.V. Germanías,600290083333333.0,ENERO_2025,
A265,PEDRO ALEIXANDRE,De Luís Oliag a Peris y Valero,41285525.0,ENERO_2025,
A266,PLAZA AMÉRICA,De Pte. De Aragón a Pte. De las Flores,253768608333333.0,ENERO_2025,
A267,PUENTE NUEVE DE OCTUBRE,Entre Pechina y Manuel de Falla,665420291666667.0,ENERO_2025,
A268,PUENTE DEL MONTEOLIVETE,Entre Nueva Alameda y Camino del Saler,306568675.0,ENERO_2025,
A269,ROGER DE LAURIA ,De Pascual y Genís a Colón,361137666666667.0,ENERO_2025,
A27,AUSIAS MARCH ,Entre Av. De la Plata y Peris y Valero,485749254166667.0,ENERO_2025,
A270,PUENTE DE CAMPANAR,Entre Tirso de Molina y Paseo de Pechina,489736408333333.0,ENERO_2025,
A271,PUENTE DE ADEMUZ,Entre Menéndez Pidal y Paseo de Pechina,690186891666667.0,ENERO_2025,
A272,PUENTE DE LAS ARTES,Entre Menéndez Pidal y Guillem de Castro,135167791666667.0,ENERO_2025,
A273,MENÉNDEZ PIDAL ,Entre Ricardo Micó y Pio XII,424600666666667.0,ENERO_2025,
A275,PUENTE DE LA TRINIDAD,De Conde Trenor a San Pio V,854152083333333.0,ENERO_2025,
A276,PUENTE DEL REAL,De Pintor López a Alameda,206739291666667.0,ENERO_2025,
A277,PUENTE DE LAS FLORES,De Pl. de América a Alameda,754677575757576.0,ENERO_2025,
A278,PUENTE DE ARAGÓN,Entre Pl. Zaragoza y Marqués del Turia,626127383333333.0,ENERO_2025,
A279,PUENTE DEL REINO,Entre Nueva Alameda y Alcalde Reig,795965916666667.0,ENERO_2025,
A28,AUSIAS MARCH ,Entre Hermanos Maristas y Av. De la Plata,476129383333333.0,ENERO_2025,
A280,PUENTE DE ANGEL CUSTODIO,Entre Nueva Alameda y Alcalde Reig,443256625.0,ENERO_2025,
A281,PUENTE DE ASTILLEROS,Entre Espolón Cantarranas y Nazaret,164404458333333.0,ENERO_2025,
A283,JUAN VERDEGUER,desde IBIZA hasta INGENIERO MANUEL SOTO,126689070833333.0,ENERO_2025,
A284,CLARIANO ,Entre Ramal de Salida y Av. Cataluña,1992175.0,ENERO_2025,
A285,PESET ALEIXANDRE,Entre Gral. Llorens y Loriguilla,168479277777778.0,ENERO_2025,
A286,PESET ALEIXANDRE,Entre General Avilés y Juan XXIII,379315341666667.0,ENERO_2025,
A287,ACCESO BARCELONA (PASO INFERIOR),Entre V-21 y Av. Cataluña,428732975.0,ENERO_2025,
A288,SAGUNTO ,De Pz. Santa Mónica a Ruaya,454468916666667.0,ENERO_2025,
A289,AVDA. CONSTITUCIÓN ,De Travesía Moncada a Llano de Zaidia,973020625.0,ENERO_2025,
A29,AUSIAS MARCH ,Entre Boulevard Sur y Hermanos Maristas,673392104583333.0,ENERO_2025,
A290,SAN JOSÉ DE CALASANZ ,De Pérez Galdós a C/ Jesús,213618566666667.0,ENERO_2025,
A291,PINTOR BENEDITO ,De Jesús a Pz. España,253567308333333.0,ENERO_2025,
A292,PEDRO ALEIXANDRE ,De Escultor José Capuz a Peris y Valero,41285525.0,ENERO_2025,
A293,DR. MANUEL CANDELA ,Entre Av. Puerto y Santo Justo y Pastor,31816831875.0,ENERO_2025,
A294,JOAQUÍN BALLESTER ,De Padre Ferris a Av. Pío XII,794131833333333.0,ENERO_2025,
A295,CLARIANO (SIN PASO INFERIOR),Entre Av. Cataluña y Albalat dels Tarongers,206655591666667.0,ENERO_2025,
A296,ACCESO BARCELONA RAMAL DE ENTRADA,De V-21 a Rotonda,172706111111111.0,ENERO_2025,
A297,ACCESO  BARCELONA (RAMAL DE SALIDA DE ROTONDA A V-21),De Paso Inferior a V-21,654865392156863.0,ENERO_2025,
A298,ACCESO DE BURJASSOT (ENTRADA),De Av. Burjasot a Nicasio Benlloch,30889725.0,ENERO_2025,
A299,CAMP DEL TURIA ,Entre Cortes Valencianas y Nicasio Benlloch,143260483333333.0,ENERO_2025,
A3,AV. CATALUÑA [De Rotonda a Primado Reig],,176363358333333.0,ENERO_2025,
A30,AUTOPISTA DEL SALER ,Entre Antonio Ferrandis y Carretera del Riu,3458672.0,ENERO_2025,
A301,POETA QUEROL ,De C:/ La Paz a Pintor Sorolla,810804166666667.0,ENERO_2025,
A303,JESUS,De Pérez Galdós a Pza. Jesús,105820555555556.0,ENERO_2025,
A305,IBIZA ,Entre Islas Baleares y Menorca,281348377192982.0,ENERO_2025,
A307,ACCESO BARCELONA (SALIDA),De P.I. Av. Cataluña a V-21,168540483333333.0,ENERO_2025,
A308,CORTES VALENCIANAS (de Camp del Túria a La Safor ),Entrada,350670933333333.0,ENERO_2025,
A309,CORTES VALENCIANAS (de Camp del Túria a La Safor ),Salida,452690975.0,ENERO_2025,
A31,AUTOPISTA LATERALES DEL SALER,Entre Av. De la Plata y Pte. De Monteolivete,219503133333333.0,ENERO_2025,
A310,AUSIAS MARCH ( ENTRADA),De Bulevar Sur a Hermanos Maristas,353819258333333.0,ENERO_2025,
A311,AUSIAS MARCH (SALIDA),De Hermanos Maristas a Bulevar Sur,31957284625.0,ENERO_2025,
A312,AUTOPISTA DEL SALER (P.I.+ Vía servicio ENTRADA),De Carretera Riu a  C/ Actor Antonio Ferrandis,170049916666667.0,ENERO_2025,
A313,AUTOPISTA DEL SALER (P.I+ Vía de servicio SALIDA),De Actor Antonio Ferrandis a Carretera Riu,175817283333333.0,ENERO_2025,
A314,AV. CID,De V-30 a Tres Cruces,504964475.0,ENERO_2025,
A315,AV. CID,De Tres Cruces a V-30,601326466666667.0,ENERO_2025,
A316,CAMINO NUEVO DE PICANYA,de V-30 a Pedrapiquers,380055733333333.0,ENERO_2025,
A317,CAMINO NUEVO DE PICANYA,de Pedrapiquers a V-30,3904449.0,ENERO_2025,
A319,CONSTITUCION,de San Miguel de los Reyes a  Avda. Doctor Peset Aleixandre,103356566666667.0,ENERO_2025,
A32,AUTOPISTA DEL SALER ,Entre Pte. De Monteolivete y Antonio Ferrandis,223360525.0,ENERO_2025,
A320,CONSTITUCION,De Doctor Peset Aleixandre a San Miguel de los Reyes,100732775.0,ENERO_2025,
A321,MARQUES DEL TURIA,De Puente Aragón a Hernán Cortes,264109975.0,ENERO_2025,
A322,MARQUES DEL TURIA,De Hernán Cortes a Puente de Aragón,2644325145.0,ENERO_2025,
A323,PERIS Y VALERO ,De Zapadores a Av. Amado Granell Mesado (militar),2488158.0,ENERO_2025,
A324,PERIS Y VALERO ,De Av. Amado Granell Mesado (militar) a Zapadores,173328592592593.0,ENERO_2025,
A325,BLASCO IBAÑEZ ,De Av. Aragón a Clariano,184150505952381.0,ENERO_2025,
A326,BLASCO IBAÑEZ ,De Av. Aragón a Clariano,187929808333333.0,ENERO_2025,
A329,TRES FORQUES ,De Tres Cruces a Archiduque Carlos,645157291666667.0,ENERO_2025,
A330,TRES FORQUES ,De Archiduque Carlos a Tres Cruces,575629114583333.0,ENERO_2025,
A331,AUSIAS MARCH,De Hermanos Maristas a Av. De la Plata,265932975.0,ENERO_2025,
A332,AUSIAS MARCH ,De Av. De la Plata a Hermanos Maristas,210196408333333.0,ENERO_2025,
A334,DOCTOR MANUEL CANDELA ,De Santos Justo y Pastor a Av. Del Puerto,176702264583333.0,ENERO_2025,
A336,DOCTOR MANUEL CANDELA ,De Av. Del Puerto a Santos Justo y Pastor,141466054166667.0,ENERO_2025,
A337,FONTANARES,De Archiduque Carlos a Gaspar Aguilar,370748083333333.0,ENERO_2025,
A34,AV. DE ARAGON,Entre Pl. Zaragoza y Ernesto Ferrer,564460031385281.0,ENERO_2025,
A342,FERNANDO EL CATOLICO,De Paseo de Pechina a Ángel Guimerá,27288375125.0,ENERO_2025,
A343,FERNANDO EL CATOLICO,De Ángel Guimerá a Paseo de Pechina,242377529166667.0,ENERO_2025,
A344,CONSTITUCION,De Ruaya a Llano de Zaidia,126352975.0,ENERO_2025,
A345,PUENTE EXPOSICIÓN,De Paseo de Ciudadela a Alameda,109878366666667.0,ENERO_2025,
A347,CARRER DE LA DEMOCRÀCIA,De Pérez Galdós a Velázquez,498570666666667.0,ENERO_2025,
A349,MAESTRO GUERRERO,De Av. Pérez Galdós a Juan Llorens,2281065.0,ENERO_2025,
A35,AV. BURJASSOT,De Doctor Peset Aleixandre a Pintor Matarana,534929458333333.0,ENERO_2025,
A350,AYORA,De Tres Forques a Av. Del Cid,716687166666667.0,ENERO_2025,
A351,MEDITERRANEO,Entre Doctor Lluch  y Eugenia Viñes,16739025.0,ENERO_2025,
A353,SAN VICENTE - PERIODISTA AZZATI,De Pl. de San Agustín a Sangre y Pl. del Ayuntamiento,577295675.0,ENERO_2025,
A355,MENENDEZ PIDAL,Entre Beltrán Báguena y Pío XII,424600666666667.0,ENERO_2025,
A356,P.I. AUTOPISTA DEL SALER,Entre Av. De la Plata y Autopista del Saler,166124625.0,ENERO_2025,
A357,AUTOPISTA DEL SALER (PASO INFERIOR Y LATERAL),Entre Instituto Obrero y Antonio Ferrandis,38948515.0,ENERO_2025,
A359,JOSE Mª HARO,Entre Justo y Pastor y Pedro de Valencia,29895.0,ENERO_2025,
A36,AV. BURJASSOT,De Llano de Zaidia a Reus,113619774509804.0,ENERO_2025,
A360,AV. DE LOS NARANJOS,Entre Ramón Llull y Luís Peixó,315464647916667.0,ENERO_2025,
A361,TRES FORQUES,Entre Tres Cruces y V-30,1344641375.0,ENERO_2025,
A363,GENERAL AVILES,Entre Maestro Rodrigo y Pío Baroja,264380391666667.0,ENERO_2025,
A364,PIO BAROJA,Entre Valle de la Ballestera y General Avilés,232545591666667.0,ENERO_2025,
A365,MAESTRO RODRIGO,Entre General Avilés y Camp de Turia,324104504385965.0,ENERO_2025,
A366,JUAN XXIII,Entre Periodista Gil Sumbiela y Río Nervión,221317358333333.0,ENERO_2025,
A367,JUAN XXIII,Entre Peset Aleixandre y Hermanos Machado,202283250416667.0,ENERO_2025,
A368,AV. DE FRANCIA,Entre Tomás de Montañana y Pintor Maella,106236925.0,ENERO_2025,
A369,PASEO DE LA ALAMEDA - AVENIDA DE FRANCIA,Entre Pte. Del Reino y Pte. De Monteolivete,244049466666667.0,ENERO_2025,
A37,AV. BURJASSOT,Entre Luis Braille y Burjasot,570656083333333.0,ENERO_2025,
A370,PASEO DE LA ALAMEDA,Entre Pte. De Monteolivete y Menorca,134014541666667.0,ENERO_2025,
A371,P.E. BULEVAR SUR,Entre San Vicente y Carretera de Malilla,448141333333333.0,ENERO_2025,
A372,BULEVAR SUR,Entre Carrera de Malilla y Pista de Silla,312763229166667.0,ENERO_2025,
A373,ACCESO POR V-31 (PISTA DE SILLA),Entre Bulevar Sur y V-31,101435795833333.0,ENERO_2025,
A374,TRES CRUCES ENTRE GASPAR AGUILAR Y CAMPOS CRESPO,,344394391666667.0,ENERO_2025,
A375,BULEVAR SUR,Entre Gaspar Aguilar y San Vicente,4009485625.0,ENERO_2025,
A376,RONDA NORTE,Entre Av. Cataluña y Emilio Baró,602565775.0,ENERO_2025,
A377,MAESTRO RODRIGO,Entre Camp de Turia y La Safor,394677025.0,ENERO_2025,
A378,LA SAFOR,Entre Maestro Rodrigo y Av. de les Corts Valencianes,247805258333333.0,ENERO_2025,
A38,AV. BURJASSOT,De Pintor Matarana a Luis Braille,389896958333333.0,ENERO_2025,
